Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_beats,N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context
876,WAC,Taï,East,Individual 05,18.01.20,1.83806,10,9,0.170214,0.046386,0.213644,0.055715,0.204288,0.526197,0.287861,0.161628,0.172127,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Resting
877,WAC,Taï,East,Individual 05,18.01.20,1.44939,10,9,0.24286,0.048572,0.10103,0.122401,0.136002,0.184574,0.303089,0.182631,0.12823,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
878,WAC,Taï,East,Individual 05,18.01.20,0.92383,4,3,0.061461,0.618448,0.243922,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
879,WAC,Taï,East,Individual 04,19.01.20,0.38965,5,4,0.026642,0.052175,0.123222,0.187608,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
882,WAC,Taï,East,Individual 08,19.01.20,1.80675,13,12,0.149622,0.10163,0.16656,0.169383,0.206083,0.16656,0.183498,0.06493,0.146799,0.169383,0.12986,0.152445,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
885,WAC,Taï,East,Individual 08,19.01.20,3.48086,17,16,0.326251,0.171526,0.21532,0.135031,0.302908,0.127732,0.251815,0.186124,0.178825,0.295609,0.102186,0.138681,0.197073,0.583919,0.047443,0.220416,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,NV,Traveling
886,WAC,Taï,East,Individual 06,19.01.20,0.52799,6,5,0.076266,0.058666,0.164264,0.085065,0.143731,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
887,WAC,Taï,East,Individual 06,19.01.20,0.43892,3,2,0.259694,0.179225,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
888,WAC,Taï,East,Individual 06,19.01.20,1.56665,9,8,0.079324,0.042967,0.109071,0.188395,0.677559,0.1917,0.122291,0.155343,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
890,WAC,Taï,East,Individual 08,02.02.20,1.69166,8,7,0.165545,0.131919,0.165545,0.708739,0.139679,0.193998,0.186238,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,0,NV,NV,Traveling
891,WAC,Taï,East,Individual 08,02.02.20,1.66758,10,9,0.077621,0.234281,0.174837,0.157353,0.180082,0.185327,0.222043,0.269249,0.166788,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
892,WAC,Taï,East,Individual 08,02.02.20,1.39519,9,8,0.107707,0.177842,0.393759,0.070213,0.207714,0.178459,0.112634,0.146857,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
893,WAC,Taï,East,Individual 08,02.02.20,0.55104,5,4,0.159103,0.110596,0.091193,0.190147,,,,,,,,,,,,,,,,,,,,,,,With,roar,after,1,0,NV,NV,Traveling
895,WAC,Taï,East,Individual 08,02.02.20,2.41357,10,9,0.188842,0.147946,0.126295,0.116673,0.156366,0.869669,0.250971,0.201944,0.354861,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
896,WAC,Taï,East,Individual 06,02.02.20,0.45065,4,3,0.144765,0.188064,0.117816,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
897,WAC,Taï,East,Individual 08,03.02.20,1.93544,11,10,0.159859,0.03711,0.151295,0.062802,0.202678,0.142731,0.11704,0.239788,0.236934,0.585198,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Traveling
898,WAC,Taï,East,Individual 05,03.02.20,1.15475,7,6,0.104161,0.201139,0.172404,0.12212,0.269382,0.285545,,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Traveling
899,WAC,Taï,East,Individual 08,03.02.20,1.36411,8,7,0.080417,0.29772,0.25924,0.14892,0.184661,0.268056,0.125093,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
901,WAC,Taï,East,Individual 08,03.02.20,1.09884,6,5,0.224909,0.276316,0.092105,0.250612,0.254896,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
902,WAC,Taï,East,Individual 05,10.02.20,1.07301,10,9,0.142016,0.183438,0.045366,0.075124,0.037306,0.18541,0.086788,0.116374,0.20119,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
903,WAC,Taï,East,Individual 08,15.02.20,3.29207,14,13,0.190157,0.196291,0.237185,0.075654,0.094056,0.141084,0.10019,1.571724,0.095563,0.16788,0.136887,0.192417,0.09298,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
904,WAC,Taï,East,Individual 08,15.02.20,0.20209,2,1,0.202091,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
905,WAC,Taï,East,Individual 08,15.02.20,0.31346,4,3,0.082058,0.132934,0.09847,,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
906,WAC,Taï,East,Individual 08,15.02.20,1.99971,13,12,0.201154,0.139033,0.127201,0.221862,0.174531,0.136075,0.065079,0.127201,0.150866,0.17576,0.022436,0.458514,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
907,WAC,Taï,East,Individual 08,15.02.20,3.53916,15,14,0.206339,0.10317,0.165968,0.282595,0.188397,0.394736,0.784986,0.192882,0.130083,0.17494,0.251195,0.062799,0.457534,0.14354,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
908,WAC,Taï,East,Individual 08,15.02.20,2.48516,14,13,0.073435,0.18552,0.16215,0.13932,0.127545,0.181655,0.10049,0.17006,0.614535,0.20098,0.112085,0.21644,0.20098,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
910,WAC,Taï,South,Individual 62,09.02.20,0.47057,4,3,0.134827,0.256436,0.07931,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
912,WAC,Taï,South,Individual 63,12.02.20,0.80292,6,5,0.175452,0.273586,0.074344,0.104082,0.175452,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
914,WAC,Taï,South,Individual 64,12.01.20,0.09595,2,1,0.095949,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Resting
917,WAC,Taï,South,Individual 64,17.01.20,0.76766,7,6,0.134781,0.056647,0.154314,0.164081,0.09962,0.158221,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
919,WAC,Taï,South,Individual 64,22.01.20,0.53497,3,2,0.344295,0.19067,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
921,WAC,Taï,South,Individual 64,24.01.20,0.6007,5,4,0.047738,0.234712,0.173051,0.145203,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
926,WAC,Taï,South,Individual 66,27.01.20,1.48833,14,13,0.097519,0.092876,0.118417,0.132348,0.08591,0.062691,0.081266,0.081266,0.153245,0.192717,0.076622,0.143957,0.169498,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
927,WAC,Taï,South,Individual 66,27.01.20,4.70626,27,26,0.150334,0.232775,0.167307,0.058194,0.093079,0.047556,0.09214,0.053344,0.058194,0.133361,0.033946,0.220651,0.089715,0.084866,0.106689,0.04607,1.183776,0.064416,0.123266,0.16621,0.080321,0.994517,0.12688,0.11224,0.100528,0.085888,With,Build-Up,after,1,0,NV,NV,Traveling
931,WAC,Taï,South,Individual 66,30.01.20,2.73034,16,15,0.080227,0.203652,0.046285,0.15531,0.041142,0.702735,0.101852,0.23564,0.035389,0.167451,0.034016,0.377972,0.214242,0.195082,0.139345,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
932,WAC,Taï,South,Individual 66,31.01.20,0.48635,5,4,0.145178,0.119772,0.06533,0.156067,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
933,WAC,Taï,South,Individual 66,31.01.20,0.65009,5,4,0.104227,0.273815,0.155457,0.116592,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
935,WAC,Taï,South,Individual 66,06.02.20,0.61806,7,6,0.081471,0.137658,0.112374,0.092708,0.073043,0.120802,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
936,WAC,Taï,South,Individual 66,09.02.20,0.59753,7,6,0.1385,0.057379,0.148393,0.071229,0.118714,0.063314,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
937,WAC,Taï,South,Individual 66,09.02.20,1.88836,8,7,0.218268,0.210541,0.106236,0.083058,1.107822,0.100414,0.06202,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
938,WAC,Taï,South,Individual 66,09.02.20,0.97467,8,7,0.173904,0.154582,0.031976,0.183271,0.024766,0.206387,0.199782,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
939,WAC,Taï,South,Individual 66,09.02.20,0.54108,7,6,0.057972,0.085578,0.09478,0.091099,0.134349,0.077296,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
941,WAC,Taï,South,Individual 67,09.02.20,0.10274,2,1,0.102738,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
943,WAC,Taï,South,Individual 69,28.01.20,1.40328,9,8,0.063409,0.173686,0.231582,0.10752,0.347373,0.102006,0.317047,0.060652,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
944,WAC,Taï,South,Individual 70,06.02.20,0.52577,5,4,0.124109,0.139905,0.055374,0.206384,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
945,WAC,Taï,South,Individual 70,06.02.20,2.00115,6,5,0.424826,0.4211,0.339116,0.447185,0.368928,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
946,WAC,Nimba,Tongbongbon,Individual 71,01.01.13,0.74253,8,7,0.100999,0.138407,0.059851,0.132795,0.086036,0.125314,0.099129,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
947,WAC,Nimba,Tongbongbon,Individual 72,13.12.12,1.00278,5,4,0.245082,0.275016,0.246953,0.235728,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
948,WAC,Nimba,Tongbongbon,Individual 72,03.02.12,1.10949,8,7,0.215863,0.111413,0.155514,0.192652,0.04178,0.178725,0.213542,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
949,WAC,Nimba,Tongbongbon,Individual 75,24.09.13,0.29803,3,2,0.168451,0.129578,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
950,WAC,Nimba,Tongbongbon,Individual 72,05.01.14,1.23537,8,7,0.291706,0.116364,0.090859,0.168966,0.28533,0.219975,0.062167,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
951,WAC,Nimba,Tongbongbon,Individual 72,07.01.14,1.21267,6,5,0.239047,0.122014,0.126994,0.393432,0.33118,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
952,WAC,Nimba,Tongbongbon,Individual 75,09.06.20,2.2282,8,7,0.177137,0.09323,1.386018,0.080799,0.226859,0.13363,0.130522,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
953,WAC,Nimba,Tongbongbon,Individual 75,09.06.20,0.09076,2,1,0.09076,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
954,WAC,Nimba,Tongbongbon,Individual 72,09.06.20,1.36932,6,5,0.182867,0.113203,0.468052,0.459344,0.145858,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
955,WAC,Nimba,Tongbongbon,Individual 74,09.06.20,1.98142,13,12,0.100917,0.275675,0.221525,0.196911,0.280598,0.113224,0.140299,0.184604,0.068919,0.14276,0.076303,0.179681,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
956,WAC,Nimba,Tongbongbon,Individual 74,09.06.20,2.92481,13,12,0.05114,0.140634,0.105476,0.55934,0.137438,0.281268,0.265287,0.432328,0.474218,0.162688,0.096921,0.218071,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
957,WAC,Nimba,Tongbongbon,Individual 76,09.06.20,2.90835,14,13,0.051606,0.1327,0.106897,0.353867,0.213795,0.125328,0.287517,0.261714,0.42759,0.475509,0.169561,0.092153,0.210109,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
958,WAC,Nimba,Tongbongbon,Individual 73,26.10.21,0.38863,3,2,0.184349,0.204279,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
959,WAC,Nimba,Tongbongbon,Individual 74,26.10.21,1.8949,11,10,0.200448,0.096215,0.259246,0.160358,0.155013,0.213811,0.211138,0.144323,0.275282,0.179067,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
960,WAC,Nimba,Tongbongbon,Individual 74,26.10.21,1.0973,7,6,0.147985,0.064547,0.244018,0.157431,0.132242,0.351071,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
961,WAC,Nimba,Tongbongbon,Individual 73,26.10.21,0.84731,6,5,0.161242,0.189696,0.189696,0.142272,0.164403,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
962,WAC,Nimba,Tongbongbon,Individual 72,26.10.21,0.89161,7,6,0.086396,0.096764,0.276468,0.079485,0.300659,0.051838,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
963,WAC,Nimba,Tongbongbon,Individual 71,26.10.21,1.02926,6,5,0.155229,0.325255,0.102712,0.340418,0.105647,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
964,WAC,Nimba,Tongbongbon,Individual 76,27.10.21,2.87614,9,8,0.195941,0.297411,0.230931,0.965711,0.227432,0.206438,0.566831,0.185445,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
965,WAC,Nimba,Tongbongbon,Individual 76,28.10.21,1.13455,12,11,0.040404,0.260203,0.063031,0.043637,0.048485,0.07596,0.059798,0.119596,0.124445,0.113132,0.185859,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
966,WAC,Nimba,Tongbongbon,Individual 74,29.10.21,1.17316,7,6,0.082926,0.156097,0.175609,0.436582,0.065853,0.256096,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
967,WAC,Nimba,Tongbongbon,Individual 76,30.10.21,1.32435,5,4,0.030413,0.237774,0.945567,0.110593,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
968,WAC,Nimba,Tongbongbon,Individual 72,31.10.21,0.50917,5,4,0.124519,0.12945,0.115889,0.139313,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
969,WAC,Nimba,Tongbongbon,Individual 72,01.11.21,2.91734,18,17,0.041294,0.132731,0.098362,0.204289,0.064313,0.276169,0.170241,0.208073,0.143759,0.57882,0.170241,0.183747,0.065446,0.210736,0.083771,0.219898,0.065446,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
970,WAC,Nimba,Tongbongbon,Individual 76,02.11.21,0.80092,6,5,0.179282,0.208513,0.130564,0.128616,0.153949,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
971,WAC,Nimba,Tongbongbon,Individual 74,03.11.21,2.3152,8,7,0.126483,1.726775,0.065991,0.087989,0.164978,0.065991,0.07699,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Traveling
972,WAC,Nimba,Tongbongbon,Individual 72,04.11.21,0.20003,3,2,0.122467,0.077562,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
973,WAC,Nimba,Tongbongbon,Individual 72,05.11.21,0.62176,4,3,0.238677,0.206586,0.176501,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
975,WAC,Nimba,Tongbongbon,Individual 75,10.05.22,0.95307,5,4,0.168965,0.240248,0.290409,0.253448,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
976,WAC,Nimba,Gahtoy,Individual 21,09.06.20,0.40251,4,3,0.198176,0.076316,0.128014,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,NV,NV,Traveling
977,WAC,Nimba,Gahtoy,Individual 21,10.06.20,0.82676,6,5,0.069243,0.063703,0.113558,0.423767,0.156489,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
978,WAC,Nimba,Gahtoy,Individual 19,11.06.20,1.00312,11,10,0.049407,0.089831,0.068871,0.08534,0.050904,0.09582,0.032938,0.41023,0.028447,0.091329,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
979,WAC,Nimba,Gahtoy,Individual 19,12.06.20,2.31297,13,12,0.222898,0.209976,0.16152,0.16475,0.119525,0.171211,0.193824,0.155059,0.300427,0.193824,0.15829,0.261662,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Traveling
980,WAC,Nimba,Gahtoy,Individual 19,02.01.20,1.10909,10,9,0.11924,0.115973,0.120873,0.127407,0.104539,0.137207,0.140474,0.112706,0.130673,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
981,WAC,Nimba,Gahtoy,Individual 19,02.01.20,2.48916,17,16,0.067274,0.072881,0.241067,0.120533,0.067274,0.232657,0.227051,0.106518,0.140155,0.168186,0.159777,0.072881,0.11773,0.103715,0.322357,0.269098,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
982,WAC,Nimba,Gahtoy,Individual 19,28.03.21,0.21102,2,1,0.211021,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
983,WAC,Nimba,Gahtoy,Individual 19,16.02.22,1.49608,15,14,0.062071,0.109819,0.187806,0.087537,0.100269,0.197355,0.105044,0.087537,0.08117,0.124143,0.074804,0.119368,0.066846,0.092311,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
984,WAC,Nimba,Gahtoy,Individual 21,01.04.22,0.89632,8,7,0.224079,0.131569,0.096621,0.156238,0.082231,0.080175,0.125402,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
985,WAC,Nimba,Gahtoy,Individual 19,01.04.22,2.31145,14,13,0.081912,0.284132,0.312499,0.125218,0.191981,0.145906,0.186862,0.235497,0.107509,0.153585,0.053755,0.20734,0.225258,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
986,WAC,Nimba,Gahtoy,Individual 20,04.04.22,1.66968,17,16,0.126177,0.162474,0.153832,0.051853,0.119263,0.076052,0.103707,0.050125,0.148647,0.108892,0.101978,0.07778,0.133091,0.07778,0.112349,0.065681,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
987,WAC,Nimba,Gahtoy,Individual 19,28.03.22,0.9496,9,8,0.123157,0.09885,0.121536,0.116675,0.17679,0.093831,0.095609,0.123157,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
988,WAC,Taï,East,Individual 04,14.11.13,0.885113,6,5,0.123186,0.293161,0.031937,0.177935,0.257778,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling
989,WAC,Taï,East,Individual 04,04.10.14,1.838696,11,10,0.078296,0.151541,0.040411,0.098502,0.217209,0.247517,0.181849,0.03536,0.618792,0.169221,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,Resting,Traveling,Traveling
990,WAC,Taï,East,Individual 04,10.12.14,1.674943,14,13,0.116912,0.116912,0.097824,0.126456,0.133614,0.10021,0.109754,0.145544,0.159859,0.128842,0.10021,0.190877,0.147929,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Resting,Resting,Resting
991,WAC,Taï,East,Individual 04,10.12.14,1.277698,9,8,0.235938,0.127044,0.112524,0.134303,0.104791,0.363456,0.141563,0.058077,,,,,,,,,,,,,,,,,,,with,Build-Up,Climax,1,2,NV,Traveling,Traveling
992,WAC,Taï,South,Individual 61,05.12.13,1.311438,8,7,0.166752,0.066006,0.217125,0.123327,0.202572,0.339373,0.196281,,,,,,,,,,,,,,,,,,,,with,Build-Up,Climax,1,2,NV,Traveling,Traveling
993,WAC,Taï,South,Individual 61,24.12.13,2.580391,15,14,0.073326,0.104752,0.171095,0.170815,0.10154,0.356157,0.251405,0.055868,0.275847,0.248823,0.330804,0.073326,0.111735,0.254897,,,,,,,,,,,,,with,Build-Up,Let-Down,1,3,NV,Resting,Resting
994,WAC,Taï,South,Individual 65,05.01.14,1.996365,12,11,0.083315,0.041658,0.185857,0.048486,0.057261,0.979969,0.212082,0.112155,0.060884,0.128178,0.08652,,,,,,,,,,,,,,,,with,Build-Up,after,1,0,NV,Resting,Resting
995,WAC,Taï,South,Individual 65,04.01.15,2.120719,17,16,0.099868,0.167425,0.070495,0.161551,0.058746,0.149801,0.082244,0.23792,0.240857,0.161551,0.061683,0.170362,0.067558,0.187986,0.105742,0.09693,,,,,,,,,,,with,Build-Up,Climax,1,2,NV,Traveling,Traveling
996,WAC,Taï,South,Individual 65,06.01.15,1.195662,6,5,0.175403,0.192943,0.213407,0.24264,0.371269,,,,,,,,,,,,,,,,,,,,,,with,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling
997,WAC,Taï,South,Individual 61,26.12.13,0.384247,3,2,0.267808,0.116438,,,,,,,,,,,,,,,,,,,,,,,,,with,Build-Up,after,1,0,NV,Traveling,Traveling
998,WAC,Taï,South,Individual 68,04.01.15,2.498339,20,19,0.081479,0.115786,0.047172,0.428836,0.420931,0.078907,0.182093,0.054628,0.07823,0.08363,0.034395,0.163883,0.038442,0.151744,0.042488,0.145674,0.066767,0.16186,0.121395,,,,,,,,with,Build-Up,after,1,0,Resting,Resting,Resting
999,WAC,Taï,South,Individual 68,04.01.15,0.404548,3,2,0.182765,0.221783,,,,,,,,,,,,,,,,,,,,,,,,,with,Build-Up,Build-Up,1,1,Resting,Traveling,Traveling
1000,WAC,Taï,South,Individual 68,08.01.15,2.08125,6,5,0.12344,0.063155,0.429282,1.333322,0.132052,,,,,,,,,,,,,,,,,,,,,,with,Build-Up,Climax,1,2,Feeding,Resting,Resting
