Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Com_indiv,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code
976,Western,Population F,Community XII,Individual 90,09.06.20,0.40251,4,With,Unk,Unk,0,0,NV,NV,Traveling,GahtoyMale 2C,3,0.128014,128.01399999999998,Population F (Community XII),Community XII (Individual 90)
976,Western,Population F,Community XII,Individual 90,09.06.20,0.40251,4,With,Unk,Unk,0,0,NV,NV,Traveling,GahtoyMale 2C,1,0.198176,198.176,Population F (Community XII),Community XII (Individual 90)
977,Western,Population F,Community XII,Individual 90,10.06.20,0.82676,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2C,4,0.423767,423.767,Population F (Community XII),Community XII (Individual 90)
977,Western,Population F,Community XII,Individual 90,10.06.20,0.82676,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2C,3,0.113558,113.558,Population F (Community XII),Community XII (Individual 90)
977,Western,Population F,Community XII,Individual 90,10.06.20,0.82676,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2C,2,0.063703,63.702999999999996,Population F (Community XII),Community XII (Individual 90)
977,Western,Population F,Community XII,Individual 90,10.06.20,0.82676,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2C,1,0.069243,69.243,Population F (Community XII),Community XII (Individual 90)
977,Western,Population F,Community XII,Individual 90,10.06.20,0.82676,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2C,5,0.156489,156.48899999999998,Population F (Community XII),Community XII (Individual 90)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,9,0.028447,28.447,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,6,0.09582,95.82000000000001,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,8,0.41023,410.22999999999996,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,5,0.050904,50.903999999999996,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,4,0.08534,85.34,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,1,0.049407,49.407,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,7,0.032938,32.938,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,3,0.068871,68.871,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,10,0.091329,91.329,Population F (Community XII),Community XII (Individual 91)
978,Western,Population F,Community XII,Individual 91,11.06.20,1.00312,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,2,0.089831,89.83099999999999,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,8,0.155059,155.059,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,5,0.119525,119.525,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,1,0.222898,222.89800000000002,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,4,0.16475,164.75,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,10,0.193824,193.82399999999998,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,3,0.16152,161.52,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,12,0.261662,261.662,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,9,0.300427,300.427,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,7,0.193824,193.82399999999998,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,6,0.171211,171.211,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,11,0.15829,158.29,Population F (Community XII),Community XII (Individual 91)
979,Western,Population F,Community XII,Individual 91,12.06.20,2.31297,13,With,Climax,after,2,0,NV,NV,Traveling,GahtoyMale 2A,2,0.209976,209.976,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,7,0.140474,140.474,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,5,0.104539,104.539,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,2,0.115973,115.97300000000001,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,8,0.112706,112.706,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,9,0.130673,130.673,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,3,0.120873,120.87299999999999,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,1,0.11924,119.24,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,6,0.137207,137.207,Population F (Community XII),Community XII (Individual 91)
980,Western,Population F,Community XII,Individual 91,02.01.20,1.10909,10,With,Build-Up,Climax,1,2,NV,NV,Traveling,GahtoyMale 2A,4,0.127407,127.407,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,6,0.232657,232.657,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,14,0.103715,103.715,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,16,0.269098,269.098,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,15,0.322357,322.357,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,10,0.168186,168.186,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,8,0.106518,106.518,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,13,0.11773,117.73,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,12,0.072881,72.881,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,9,0.140155,140.155,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,11,0.159777,159.77700000000002,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,7,0.227051,227.05100000000002,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,1,0.067274,67.274,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,3,0.241067,241.067,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,5,0.067274,67.274,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,2,0.072881,72.881,Population F (Community XII),Community XII (Individual 91)
981,Western,Population F,Community XII,Individual 91,02.01.20,2.48916,17,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,4,0.120533,120.533,Population F (Community XII),Community XII (Individual 91)
982,Western,Population F,Community XII,Individual 91,28.03.21,0.21102,2,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,GahtoyMale 2A,1,0.211021,211.021,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,14,0.092311,92.311,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,10,0.124143,124.143,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,8,0.087537,87.537,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,3,0.187806,187.806,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,2,0.109819,109.819,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,4,0.087537,87.537,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,11,0.074804,74.804,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,9,0.08117,81.17,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,6,0.197355,197.355,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,12,0.119368,119.368,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,13,0.066846,66.846,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,7,0.105044,105.044,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,5,0.100269,100.26899999999999,Population F (Community XII),Community XII (Individual 91)
983,Western,Population F,Community XII,Individual 91,16.02.22,1.49608,15,With,after,after,0,0,NV,NV,Traveling,GahtoyMale 2A,1,0.062071,62.071,Population F (Community XII),Community XII (Individual 91)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,1,0.224079,224.079,Population F (Community XII),Community XII (Individual 90)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,3,0.096621,96.621,Population F (Community XII),Community XII (Individual 90)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,6,0.080175,80.175,Population F (Community XII),Community XII (Individual 90)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,5,0.082231,82.231,Population F (Community XII),Community XII (Individual 90)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,7,0.125402,125.40200000000002,Population F (Community XII),Community XII (Individual 90)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,2,0.131569,131.569,Population F (Community XII),Community XII (Individual 90)
984,Western,Population F,Community XII,Individual 90,01.04.22,0.89632,8,Without,0,0,0,0,NV,NV,Traveling,GahtoyMale 2C,4,0.156238,156.238,Population F (Community XII),Community XII (Individual 90)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,10,0.153585,153.585,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,2,0.284132,284.132,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,6,0.145906,145.906,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,3,0.312499,312.499,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,11,0.053755,53.754999999999995,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,9,0.107509,107.509,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,5,0.191981,191.98100000000002,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,4,0.125218,125.21799999999999,Population F (Community XII),Community XII (Individual 91)
985,Western,Population F,Community XII,Individual 91,01.04.22,2.31145,14,With,Build-Up,after,1,0,NV,NV,Traveling,GahtoyMale 2A,8,0.235497,235.497,Population F (Community XII),Community XII (Individual 91)
