Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies,Days_before_2024
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,2,0.2727268060729154,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,3,0.6881717122327319,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,4,0.5178577670464171,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,5,0.47577024717956334,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,6,0.3914474270758831,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,7,0.7939920486798637,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,8,0.29999887069877396,Eastern,1389.0
Population A,Community I,Individual 11,Population A (Community I),Community I (Individual 11),267,9,0.42424325384875117,Eastern,1389.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),271,1,0.43650804127340326,Eastern,4563.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),271,2,0.5220585237788522,Eastern,4563.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),271,3,0.8024695583131987,Eastern,4563.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),271,4,0.16326472884443485,Eastern,4563.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),271,5,0.7256656706751645,Eastern,4563.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),272,1,0.5049517430991919,Eastern,4563.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),272,2,0.6219302675100619,Eastern,4563.0
Population A,Community I,Individual 2,Population A (Community I),Community I (Individual 2),273,1,0.8865982404692082,Eastern,4535.0
Population A,Community I,Individual 2,Population A (Community I),Community I (Individual 2),273,2,0.05820097856783204,Eastern,4535.0
Population A,Community I,Individual 2,Population A (Community I),Community I (Individual 2),273,3,0.9128206284330549,Eastern,4535.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),274,1,0.7413793103448276,Eastern,4506.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),274,2,0.32608695652173914,Eastern,4506.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),274,3,0.3924050632911392,Eastern,4506.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),276,1,0.6750002302767928,Eastern,924.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),276,2,0.4642859962576682,Eastern,924.0
Population A,Community I,Individual 4,Population A (Community I),Community I (Individual 4),276,3,0.6410257217715524,Eastern,924.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),282,1,0.4459451219512195,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),282,2,0.3596489202748211,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),282,3,0.6886801488455249,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),282,4,0.2661285187083236,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),282,5,0.23884534381310116,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),283,1,0.6281796830604458,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),283,2,0.43478189709916265,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),283,3,0.6265052809555427,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),283,4,0.563637856927752,Eastern,2440.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),283,5,0.17647019747301854,Eastern,2440.0
Population A,Community II,Individual 21,Population A (Community II),Community II (Individual 21),300,1,0.06325700345395383,Eastern,1661.0
Population A,Community II,Individual 21,Population A (Community II),Community II (Individual 21),300,2,0.9150367921137992,Eastern,1661.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),309,1,0.22080442514978157,Eastern,1656.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),309,2,0.5311356774654488,Eastern,1656.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),310,1,0.2236488950818752,Eastern,1656.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),313,1,0.20179283783163315,Eastern,1653.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),313,2,0.45641088206769176,Eastern,1653.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),313,3,0.5234567864514863,Eastern,1653.0
Population A,Community II,Individual 20,Population A (Community II),Community II (Individual 20),314,1,0.15255615120330504,Eastern,1653.0
Population A,Community II,Individual 20,Population A (Community II),Community II (Individual 20),314,2,0.852914778127614,Eastern,1653.0
Population A,Community II,Individual 20,Population A (Community II),Community II (Individual 20),323,1,0.1298796183547328,Eastern,1643.0
Population A,Community II,Individual 21,Population A (Community II),Community II (Individual 21),325,1,0.1679197932837042,Eastern,1638.0
Population A,Community II,Individual 21,Population A (Community II),Community II (Individual 21),325,2,0.8534710581939254,Eastern,1638.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),329,1,0.5271935642210257,Eastern,1630.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),329,2,0.5205481712498865,Eastern,1630.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),329,3,0.31602675658037854,Eastern,1630.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),329,4,0.543011216938527,Eastern,1630.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),330,1,0.4402812022184734,Eastern,1630.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),330,2,0.3390071455177339,Eastern,1630.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),333,1,0.2459263877032154,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),333,2,0.4976764750583759,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),334,1,0.2380481177842127,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),334,2,0.30471457535735064,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),335,1,0.2561989932310424,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),336,1,0.16896506661347677,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),337,1,0.1841012048192771,Eastern,1626.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),338,1,0.42546910762877593,Eastern,1626.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),352,1,0.21828925919217532,Eastern,1496.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),352,2,0.5185910597692621,Eastern,1496.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),352,3,0.5318175256483221,Eastern,1496.0
Population A,Community II,Individual 19,Population A (Community II),Community II (Individual 19),356,1,0.696274933717325,Eastern,1470.0
Population A,Community II,Individual 19,Population A (Community II),Community II (Individual 19),362,1,0.08935899196787905,Eastern,1462.0
Population A,Community II,Individual 19,Population A (Community II),Community II (Individual 19),362,2,0.5838227196267375,Eastern,1462.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),369,1,0.6506021275433351,Eastern,1444.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,1,0.2924531518119936,Eastern,1443.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,2,0.45731703958059805,Eastern,1443.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,3,0.4494955025658341,Eastern,1443.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,4,0.879031180860649,Eastern,1443.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,5,0.13636488077312672,Eastern,1443.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,6,0.5757577969863334,Eastern,1443.0
Population A,Community II,Individual 16,Population A (Community II),Community II (Individual 16),375,7,0.42424220301366666,Eastern,1443.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),377,1,0.510752252937805,Eastern,1443.0
Population A,Community II,Individual 19,Population A (Community II),Community II (Individual 19),381,1,0.18262008248309386,Eastern,1439.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,1,0.5466664402404646,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,2,0.579544961139334,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,3,0.41573170382666935,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,4,0.49056626444498524,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,5,0.6136352945859008,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,6,0.3863647054140992,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,7,0.5294110301898927,Eastern,1433.0
Population A,Community II,Individual 17,Population A (Community II),Community II (Individual 17),413,8,0.48731036667561023,Eastern,1433.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),426,1,0.5312504699601475,Eastern,1427.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),426,2,0.23437388384884636,Eastern,1427.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),426,3,0.3576644899765704,Eastern,1427.0
Population A,Community II,Individual 15,Population A (Community II),Community II (Individual 15),426,4,0.549999774420147,Eastern,1427.0
