,Drumming_bout,Subspecies,Population,Community,Individual,Date,File_Name,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,N_Interbeats,Summed_N_Interbeats,Check_Matching_N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH
270,271,EAC,Budongo,Sonso,ZL,05.07.11,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",0.57718,0.57718,0.57718,0.0,7,6,6,0,0.099203,0.128062,0.11724,0.028859,0.147903,0.055914,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV
271,272,EAC,Budongo,Sonso,ZL,05.07.11,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",0.54699,0.54699,0.54699,0.0,4,3,3,0,0.212311,0.208147,0.126532,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,Same call as before but drummed on other tree,Traveling,Traveling,Traveling,NV,NV
272,273,EAC,Budongo,Sonso,FK,02.08.11,Budongo 2011-08-02 Clip 3 08;28;03 FK (NB f.),1.12917,1.12917,1.12917,0.0,5,4,4,0,0.332563,0.042537,0.688327,0.065739,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV
273,274,EAC,Budongo,Sonso,ZL,31.08.11,"Budongo 2011-08-31 Clip 10 10;28;29 ZL, ZD",0.52978,0.52978,0.52978,0.0,5,4,4,0,0.166281,0.058005,0.119877,0.185616,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,NV,NV
274,275,EAC,Budongo,Sonso,ZL,31.08.11,Budongo 2011-08-31 Clip 25 12;27;01 ZL,0.16984,0.16984,0.16984,0.0,2,1,1,0,0.169839,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,Display,Display,Display,NV,NV
275,276,EAC,Budongo,Sonso,ZL,21.06.21,"Budongo 2012-06-21 Clip 32 11;28;44 ZL (WL, ST)",0.86038,0.86038,0.86038,0.0,5,4,4,0,0.366407,0.176418,0.203559,0.113993,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,NV,NV
276,279,EAC,Budongo,Waibira,BEN,03.03.17,"BudongoAS WS 2017-03-03 Clip - 20 17;27;26 BEN, LAF.wav",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,AFT,NV,NV
277,280,EAC,Budongo,Waibira,MAC,09.03.17,BudongoAS WS 2017-03-09 Clip - 1 09;36;10 MAC.wav,0.10487,0.10487,0.10487,0.0,2,1,1,0,0.104873,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
278,281,EAC,Budongo,Waibira,MAC,21.04.17,BudongoAS WS 2017-04-21 Clip - 1 09;52;13 MAC.wav,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Display,NV,NV
279,282,EAC,Budongo,Waibira,TRS,27.04.17,BudongoAS WS 2017-04-27 Clip - 3 13;26;06 TRS.wav,1.49196,1.49196,1.49196,0.0,7,6,6,0,0.087762,0.109038,0.194141,0.087762,0.242011,0.771243,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
280,283,EAC,Budongo,Waibira,TRS,27.04.17,BudongoAS WS 2017-04-27 Clip - 11 15;55;22 TRS (FID).wav,1.08445,1.08445,1.08445,0.0,7,6,6,0,0.224404,0.132825,0.172673,0.10294,0.079695,0.371911,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
281,284,EAC,Budongo,Waibira,SAM,10.05.17,BudongoAS WS 2017-05-10 Clip - 17 12;45;19 SAM.wav,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Unk,NV,NV
282,285,EAC,Budongo,Waibira,ALF,16.01.18,Budongo WS 2018-01-16 Clip 11 08;33;35 ALF ph-dr.mov double-beat.wav,0.10201,0.10201,0.10201,0.0,2,1,1,0,0.102005,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
283,286,EAC,Budongo,Waibira,ALF,16.01.18,Budongo WS 2018-01-16 Clip 14 09;31;17 ALF ph-dr.mov double-beat,0.0911,0.0911,0.0911,0.0,2,1,1,0,0.091104,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
284,287,EAC,Budongo,Waibira,BEN,17.01.18,Budongo WS 2018-01-17 Clip 09 08;06;29 BEN Dr.mov 1+1,0.39548,0.39548,0.39548,0.0,2,1,1,0,0.395478,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Unk,NV,NV
285,288,EAC,Budongo,Waibira,TRS,10.01.19,Budongo WS 2019-01-10 Clip 01 09;27;00 TRS ph-dr.wav 5bs.wav,0.96259,0.96259,0.96259,0.0,5,4,4,0,0.154439,0.218293,0.235219,0.354638,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,NV,NV
286,289,EAC,Budongo,Waibira,DAU,11.01.19,Budongo WS 2019-01-11 Clip 05 08;46;00 DAU ph-dr.m4v 1+db+1+db+1.wav,2.04936,2.04936,2.04936,0.0,7,6,6,0,0.25473,0.075782,0.580758,0.321622,0.078527,0.737941,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,CYA,NV
287,290,EAC,Budongo,Waibira,SAM,11.01.19,Budongo WS 2019-01-11 Clip 09 08;49;00 SAM ph-dr.m4v 1+1+1.wav,0.32737,0.32737,0.32737,0.0,3,2,2,0,0.124635,0.202739,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,CYA,NV
288,291,EAC,Budongo,Waibira,ILA,11.01.19,Budongo WS 2019-01-11 Clip 04 08;41;00 ILA ph-dr.m4v double beat.wav,0.09557,0.09557,0.09557,0.0,2,1,1,0,0.095566,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,CYA,NV
289,292,EAC,Budongo,Waibira,URS,15.01.19,Budongo WS 2019-01-15 Clip 01 08;52;24 URS ph dr.mov double-beat.wav,0.07691,0.07691,0.07691,0.0,2,1,1,0,0.076908,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
290,293,EAC,Budongo,Waibira,UNK,05.06.19,Budongo VE 2019-06-05 Clip 144 PH DR approaching feeding tree with BEN?.wav,0.7452,0.7452,0.7452,0.0,6,5,5,0,0.324795,0.089045,0.193992,0.042488,0.094884,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,NV,NV,NV,Unk,NV,NV
291,294,EAC,Budongo,Waibira,TAL,08.06.19,"Budongo VE 2019-06-08 Clip 1 TAL DR, then PH intro (joining feeding tree. BEN is nearby).wav",0.57587,0.57587,0.57587,0.0,4,3,3,0,0.135242,0.21377,0.226858,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
292,295,EAC,Budongo,Waibira,TAL,08.06.19,Budongo VE 2019-06-08 Clip 73 TAL came down and DR (display?) .wav,0.74299,0.74299,0.74299,0.0,2,1,1,0,0.74299,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
293,296,EAC,Budongo,Waibira,ALF,12.06.19,Budongo MH 2019-06-12 Clip 1 ALF? PH-DR,0.34784,0.34784,0.34784,0.0,3,2,2,0,0.233439,0.114397,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
294,297,EAC,Budongo,Waibira,ALF,12.06.19,Budongo MH 2019-06-12 Clip 2 ALF PH-DR db,0.088,0.088,0.088,0.0,2,1,1,0,0.0879997,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
295,298,EAC,Budongo,Waibira,ILA,12.06.19,Budongo MH 2019-06-12 Clip 4 ILA PH-DR db GT to GR,0.08931,0.08931,0.08931,0.0,2,1,1,0,0.089311,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
296,299,EAC,Budongo,Waibira,TRS,15.06.19,Budongo VE 2019-06-15 Clip 90 TRS PH-DR complex CYA.wav,0.56429,0.56429,0.56429,0.0,5,4,4,0,0.216352,0.070168,0.171035,0.106738,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,CYA,NV
297,300,EAC,Budongo,Waibira,ILA,15.06.19,Budongo VE 2019-06-15 Clip 93 in response to PH ILA PH-DR 2 double beats and TRS joined GT.wav,0.91296,0.91296,0.91296,0.0,4,3,3,0,0.05313,0.786777,0.073054,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
298,301,EAC,Budongo,Waibira,ALF,15.06.19,Budongo VE 2019-06-15 Clip 66 ALF PH-DR double beat GT.wav,0.07121,0.07121,0.07121,0.0,2,1,1,0,0.071214,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
299,302,EAC,Budongo,Waibira,ALF,15.06.19,Budongo VE 2019-06-15 Clip 105 ALF PH-DR GT.wav,0.08247,0.08247,0.08247,0.0,2,1,1,0,0.082468,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
300,303,EAC,Budongo,Waibira,ALF,15.06.19,Budongo VE 2019-06-15 Clip 116 ALF PH-DR GT.wav,0.0785,0.0785,0.0785,0.0,2,1,1,0,0.078503,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
301,304,EAC,Budongo,Waibira,DAU,15.06.19,Budongo VE 2019-06-15 Clip 17 DAU PH-DR and ILA PH-DR response CYA tree .wav,0.28059,0.28059,0.28059,0.0,2,1,1,0,0.280594,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Unk,NV,NV
302,305,EAC,Budongo,Waibira,ILA,15.06.19,Budongo VE 2019-06-15 Clip 17 DAU PH-DR and ILA PH-DR response CYA tree .wav,0.088,0.088,0.088,0.0,2,1,1,0,0.087997,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,CYA,NV
303,306,EAC,Budongo,Waibira,UNK,15.06.19,Budongo MH 2019-06-15 Clip 3 UNK PH-DR,0.08767,0.08767,0.08767,0.0,2,1,1,0,0.087665,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,NV,NV
304,307,EAC,Budongo,Waibira,MAC,17.06.19,Budongo VE 2019-06-17 Clip 20 MAC PH-DR 3 beats.wav,0.7888,0.7888,0.7888,0.0,3,2,2,0,0.690202,0.098602,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
305,308,EAC,Budongo,Waibira,DAU,20.06.19,Budongo VE 2019-06-20 Clip 2 BEN PH-DR 3 beats and UNK (DAU?),1.17682,1.17682,1.17682,0.0,5,4,4,0,0.662117,0.182635,0.092978,0.239086,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
306,309,EAC,Budongo,Waibira,BEN,20.06.19,Budongo VE 2019-06-20 Clip 1 BEN and DAUDI PH-DRs (3 beats? and 2 beats?) and lots of calls,0.7488,0.7488,0.7488,0.0,4,3,3,0,0.097959,0.345687,0.305158,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CMI,NV
307,310,EAC,Budongo,Waibira,BEN,20.06.19,Budongo VE 2019-06-20 Clip 2 BEN PH-DR 3 beats and UNK (DAU?),0.42772,0.42772,0.42772,0.0,3,2,2,0,0.09566,0.332064,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,NV
308,311,EAC,Budongo,Waibira,DAU,20.06.19,Budongo VE 2019-06-20 Clip 1 BEN and DAUDI PH-DRs (4 beats? and 2 beats?) and lots of calls,0.1789,0.1789,0.1789,0.0,2,1,1,0,0.178899,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
309,312,EAC,Budongo,Waibira,MAC,23.06.19,2019-06-23 Clip 6 MAC PH-DR 3 beats + 4 single beats (GR to MC).wav,1.43973,1.43973,1.43973,0.0,7,6,6,0,0.119214,0.077044,0.329229,0.330851,0.28544,0.297954,,,,,,,,,,,,,,,,,,,,,With,Climax,Roar,2,3,"Ph roar, roar after climax",NV,NV,Unk,CMI,NV
310,313,EAC,Budongo,Waibira,MAC,23.06.19,2019-06-23 Clip 3 MAC PH-DR 3 beats+ 3 single beats and others PH-re CMI tree.wav,1.04268,1.04268,1.04268,0.0,5,4,4,0,0.074714,0.295537,0.351987,0.320441,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,"Ph roar, roar after climax",NV,NV,Resting,CMI,NV
311,314,EAC,Budongo,Waibira,DAU,23.06.19,2019-06-23 Clip 36 DAU PH-DR 2+2 (GT) tree CYA.wav,0.56678,0.56678,0.56678,0.0,4,3,3,0,0.075441,0.419072,0.072269,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CYA,NV
312,315,EAC,Budongo,Waibira,MAC,23.06.19,"2019-06-23 Clip 2 MAC PH-DR (3 beats) and DR (2 beats) CMI and CAL, others PH-re.wav",0.07423,0.07423,0.07423,0.0,2,1,1,0,0.074229,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,CMI,NV
313,316,EAC,Budongo,Waibira,MAC,23.06.19,"2019-06-23 Clip 2 MAC PH-DR (3 beats) and DR (2 beats) CMI and CAL, others PH-re.wav",0.03404,0.03404,0.03404,0.0,2,1,1,0,0.034037,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Unk,CAL,NV
314,317,EAC,Budongo,Waibira,MAC,23.06.19,2019-06-23 Clip 12 MAC PH-DR db.wav,0.06729,0.06729,0.06729,0.0,2,1,1,0,0.067289,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,CYA,NV
315,318,EAC,Budongo,Waibira,MAC,23.06.19,2019-06-23 Clip 25 MAC PH-DR (GR to GR).wav,0.1041,0.1041,0.1041,0.0,2,1,1,0,0.104104,,,,,,,,,,,,,,,,,,,,,,,,,,With,Pause,Pause,0,0,"Ph roar, pause climax-roar",NV,NV,Resting,NV,NV
316,319,EAC,Budongo,Waibira,MAC,23.06.19,2019-06-23 Clip 27 MAC PH-DR (AFT) 1 beat.wav,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,AFT,NV,NV
317,320,EAC,Budongo,Waibira,ALF,26.06.19,2019-06-26 Clip 2 ALF PH-DR db (GT) ,0.088,0.088,0.088,0.0,2,1,1,0,0.087997,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
318,321,EAC,Budongo,Waibira,ALF,26.06.19,2019-06-26 Clip 5 Multiple PH-DRs but not clear and 1 clear ALF PH-DR db,0.0797,0.0797,0.0797,0.0,2,1,1,0,0.079695,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CMI,NV
319,322,EAC,Budongo,Waibira,SAM,27.06.19,Budongo VE 2019-06-27 Clip 4 SAM DR 2b (GT-Display?).wav,0.11068,0.11068,0.11068,0.0,2,1,1,0,0.110676,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,CYA,NV
320,323,EAC,Budongo,Waibira,DAU,03.07.19,Budongo VE 2019-07-03 Clip 7 DAU PH-DR CYA dbh 70.wav,0.32439,0.32439,0.32439,0.0,3,2,2,0,0.042131,0.282254,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Unk,1,0,NV,NV,NV,Traveling,CYA,70
321,324,EAC,Budongo,Waibira,ALF,03.07.19,Budongo VE 2019-07-03 Clip 2 ALF PH-DR db (GT).wav,0.07417,0.07417,0.07417,0.0,2,1,1,0,0.07417,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CZE,NV
322,325,EAC,Budongo,Waibira,ILA,08.07.19,Budongo VE 2019-07-08 Clip 16 ILA PH-DR CYA 150dbh GT .wav,0.46087,0.46087,0.46087,0.0,4,3,3,0,0.067715,0.335543,0.057608,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,Roar before climax,NV,NV,Traveling,CYA,150
323,326,EAC,Budongo,Waibira,FID,08.07.19,Budongo VE 2019-07-08 Clip 8 FID PH-DR CMI tree 80 diam.wav,0.20422,0.204,0.204,0.0,2,1,1,0,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,CMI,80
324,327,EAC,Budongo,Waibira,ILA,08.07.19,Budongo VE 2019-07-08 Clip 13 ILA DR display db.wav,0.08221,0.08221,0.08221,0.0,2,1,1,0,0.082214,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
325,328,EAC,Budongo,Waibira,DAU,11.07.19,Budongo VE 2019-07-11 Clip 11 DAU PH-DR (GT) .wav,0.07688,0.07688,0.07688,0.0,2,1,1,0,0.076876,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
326,329,EAC,Budongo,Waibira,TRS,16.07.19,Budongo VE 2019-07-16 Clip 17 TRS PH-DR (Hands) and SAM PH-DR (Feet) same tree CMI 60 dbh.wav,0.84633,0.84633,0.84633,0.0,6,5,5,0,0.140699,0.126184,0.116222,0.251538,0.21169,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with others,NV,NV,Traveling,CMI,60
327,330,EAC,Budongo,Waibira,TRS,16.07.19,Budongo VE 2019-07-16 Clip 18 TRS PH-DR complex and SAM PH-DR 2+1beats (GT or Display?).wav,0.37067,0.37067,0.37067,0.0,4,3,3,0,0.078035,0.099204,0.193427,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CYA,80
328,331,EAC,Budongo,Waibira,DAU,16.07.19,Budongo VE 2019-07-16 Clip 1 DAU? PH-DR 50m (not MAC) .wav,0.13283,0.13283,0.13283,0.0,2,1,1,0,0.132825,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
329,332,EAC,Budongo,Waibira,SAM,16.07.19,Budongo VE 2019-07-16 Clip 17 TRS PH-DR (Hands) and SAM PH-DR (Feet) same tree CMI 60 dbh.wav,0.06528,0.06528,0.06528,0.0,2,1,1,0,0.06528,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CMI,60
330,333,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 36 BEN PH-DR (GT) tree CMU dbh 90.wav,0.75711,0.75711,0.75711,0.0,4,3,3,0,0.105724,0.324177,0.327204,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,CMU,90
331,334,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 56 BEN PH-DR (GT alone) 2b+1+1b.wav,1.16515,1.16515,1.16515,0.0,4,3,3,0,0.101279,0.324177,0.739694,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,"Ph roar, no climax",NV,NV,Traveling,NV,NV
332,335,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 7 BEN PH-DR (GT).wav,0.39652,0.39652,0.39652,0.0,3,2,2,0,0.101587,0.294929,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
333,336,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 37 BEN PH-DR (GT) tree CYA dbh 70.wav,0.43617,0.43617,0.43617,0.0,3,2,2,0,0.073698,0.362475,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,70
334,337,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 54 BEN PH-DR (GT alone) 2b+1b CAL dbh 50.wav,0.415,0.415,0.415,0.0,3,2,2,0,0.076402,0.338598,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,1,"Ph roar, No climax",NV,NV,Traveling,CAL,50
335,338,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 34 BEN PH-DR (GT) db+1.wav,0.88823,0.88823,0.88823,0.0,3,2,2,0,0.377914,0.510315,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,CYA,100
336,339,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 45 BEN PH-DR (GT to GR?) CMI dbh 80.wav,0.08627,0.08627,0.08627,0.0,2,1,1,0,0.086273,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CMI,80
337,340,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 17 BEN PH-DR (GR) tree CAL dbh 30.wav,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,CAL,30
338,341,EAC,Budongo,Waibira,BEN,20.07.19,Budongo VE 2019-07-20 Clip 31 BEN PH-DR (GT) tree CYA dbh 120.wav,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,120
339,342,EAC,Budongo,Waibira,BEN,21.07.19,Wai_BEN_Ph-d_LAF joined_travel to rest_CYA_dbh-110_220719_1156.MP3,0.40761,0.40761,0.40761,0.0,2,1,1,0,0.407608,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,CYA,110
340,343,EAC,Budongo,Waibira,BEN,21.07.19,Wai_BEN_Ph-d_Travel to Rest_CYA_210719_0903_alone in party.MP3,0.09132,0.09132,0.09132,0.0,2,1,1,0,0.091317,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,"Ph roar, No climax",NV,NV,Unk,CYA,NV
341,344,EAC,Budongo,Waibira,ILA,22.07.19,Wai_ILA_Ph-d_2 bouts_1st_CAL_dbh-70_2nd 1min_COM_dbh-40_220719.MP3,0.35945,0.35945,0.35945,0.0,3,2,2,0,0.069733,0.289721,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,"Ph roar, No climax",NV,NV,Unk,COM,40
342,345,EAC,Budongo,Waibira,ILA,22.07.19,Wai_ILA_Ph-d_2 bouts_1st_CAL_dbh-70_2nd 1min_COM_dbh-40_220719.MP3,0.06309,0.06309,0.06309,0.0,2,1,1,0,0.063092,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,CAL,70
343,346,EAC,Budongo,Waibira,ILA,22.07.19,Wai_ILA_Ph-d_3 bouts_1st_COM_dbh-50_2nd-3rd_CYA_220719.MP3,0.05687,0.05687,0.05687,0.0,2,1,1,0,0.056866,,,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk Climax into wabarks?,NV,NV,Unk,CYA,NV
344,347,EAC,Budongo,Waibira,ILA,22.07.19,Wai_ILA_Ph-d_3 bouts_1st_COM_dbh-50_2nd-3rd_CYA_220719.MP3,0.07139,0.07139,0.07139,0.0,2,1,1,0,0.071394,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Unk,CYA,NV
345,348,EAC,Budongo,Waibira,BEN,27.07.19,Budongo VE 2019-07-27 Clip 1 BEN PH-DR and GER MAC joined in the PH CMI dbh 70 (GT).wav,0.468,0.468,0.468,0.0,2,1,1,0,0.467996,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Unk,1,0,Unk because overlap with other calls,NV,NV,Traveling,CMI,70
346,349,EAC,Budongo,Waibira,MAC,17.11.19,chorus_ph-d_171119_02.WAV,0.35329,0.35329,0.35329,0.0,3,2,2,0,0.06284,0.29045,,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with other calls,NV,NV,Display,NV,NV
347,350,EAC,Budongo,Waibira,MAC,17.11.19,chorus_ph-d_171119_01.WAV,0.09049,0.09049,0.09049,0.0,2,1,1,0,0.090491,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
348,351,EAC,Budongo,Waibira,ALF,23.11.19,ALF_ph_231119_01.WAV,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No climax,NV,NV,Traveling,NV,NV
349,352,EAC,Budongo,Waibira,MAC,27.11.19,MAC_ph_271119_01.WAV,1.04435,1.04435,1.04435,0.0,5,4,4,0,0.096414,0.345266,0.320511,0.28216,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
350,353,EAC,Budongo,Waibira,ILA,27.11.19,chorus_ph_271119_02.WAV,0.54134,0.54133,0.54133,0.0,4,3,3,0,0.074667,0.389404,0.077262,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,NV,NV
351,354,EAC,Budongo,Waibira,BEN,06.12.19,chorus_ph_061219_04.WAV,0.2973,0.2973,0.2973,0.0,2,1,1,0,0.297296,,,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with other calls,NV,NV,Resting,NV,NV
